prog	i	hours	female	effort	loss	satiscont	satisfied
reading	179	3.004084004	female	28.825698537	-8.860861166	1.1189487567	1
reading	180	2.0290833719	female	26.93366334	-5.699962691	4.1828446854	1
reading	181	1.5197929008	female	23.806035019	-3.412543222	-5.614142198	0
reading	182	1.7597864706	female	38.592509886	-1.438551377	5.071499153	1
reading	183	2.5133276761	female	23.892042689	-6.354554676	-2.836808942	0
reading	184	2.3899984806	female	32.181091845	-2.794565191	-6.175308033	0
reading	185	2.078485976	female	23.330561081	-5.666496566	4.2563496104	1
reading	186	2.5969836896	female	32.217957239	-6.580212456	-1.511089298	0
reading	187	2.7851634297	female	27.595172635	-6.938595931	-6.578944974	0
reading	188	0.7459273643	female	26.637771365	-4.19952949	1.5424986197	1
reading	189	1.6827024887	female	17.303721994	-4.68569449	-6.327785994	0
reading	190	2.5523150588	female	27.137773895	-8.981669954	-5.338565272	0
reading	191	2.4809654003	female	27.101902777	-10.52058235	1.6325270429	1
reading	192	2.2130478267	female	26.408016039	-5.234803601	-5.168491928	0
reading	193	1.724371638	female	28.49321136	-0.172356265	0.6730850828	1
reading	194	1.6217471047	female	27.434581756	-9.250049218	-2.118355506	0
reading	195	1.7954950565	female	26.847569228	0.7514910967	-2.247399961	0
reading	196	1.9748317414	female	37.921878032	4.2246479182	6.1152372087	1
reading	197	1.6536848576	female	30.052797871	-0.50028508	1.2141309114	1
reading	198	2.6224507447	female	24.191182687	-9.125625506	1.5393275223	1
reading	199	1.7174204188	female	27.748345979	-3.69574164	4.0100274255	1
reading	200	1.5102835513	female	32.950408195	-1.626913099	-2.992909309	0
reading	201	2.0520516087	female	29.019074146	-5.238561486	0.3761363947	1
reading	202	2.416849021	female	33.821020874	-8.326285906	3.8457557423	1
reading	203	1.9504798283	female	37.875201178	1.75032988	0.5050246121	1
reading	204	1.8875045393	female	27.507126554	-3.902935078	-1.362371832	0
reading	205	1.8280234326	female	34.166159982	-5.746146675	1.4080549924	1
reading	206	1.8118123892	female	25.871738437	1.8427249465	-9.471470675	0
reading	207	2.4668235939	female	34.970061097	-4.491003241	2.8370710327	1
reading	208	2.1151946117	female	38.82301588	-3.455820342	-4.12108273	0
reading	209	2.0368879376	female	40.369042775	-4.085750925	9.3858351072	1
reading	210	2.1275134242	female	28.249233755	-5.475876049	1.353382613	1
reading	211	1.6266647091	female	35.045421796	-2.492719305	-6.461227239	0
reading	212	1.2413557034	female	23.239806778	-7.976544959	-4.598577309	0
reading	213	1.7466010855	female	35.174949787	0.1290091027	0.6024393986	1
reading	214	2.0746149574	female	21.82802215	-1.689433703	-1.74971187	0
reading	215	1.3362938682	female	24.312038641	-2.845429883	9.6674296859	1
reading	216	3.1962743069	female	25.505409823	-8.192091699	2.7775780674	1
reading	217	1.6121904118	female	28.59536569	-7.557480672	0.2145332041	1
reading	218	2.6786470745	female	35.656116593	-10.33424473	3.6972379035	1
reading	219	1.9725517375	female	30.430822662	-8.89390476	-5.330253633	0
reading	220	1.8581610907	female	29.411448019	-5.121669535	-0.359546455	0
reading	221	2.4874087457	female	36.055818296	-0.310234691	-6.817158453	0
reading	222	2.6800492397	female	36.482426205	-5.670458103	-0.973590807	0
reading	223	2.0045218222	female	33.001619545	-17.13802723	-0.290020009	0
reading	224	2.3614824957	female	26.825304626	-6.681346661	0.61895961	1
reading	225	1.5935505864	female	33.899550591	4.1289379374	-0.207511246	0
reading	226	1.9307074078	female	27.118654312	-7.654033775	-2.197805574	0
reading	227	2.4531578597	female	24.928065634	-2.912566827	4.5017221991	1
reading	228	1.8106943003	female	29.611409971	1.3119905772	-5.739249661	0
reading	229	2.2084877824	female	25.51806736	-1.906793376	4.4496463467	1
reading	230	1.8748870764	female	31.645441906	-7.458791074	-2.384526517	0
reading	231	1.5371773702	female	39.788182895	-6.42200138	-4.585064198	0
reading	232	1.037259818	female	23.276026704	-0.5568285	-1.532773199	0
reading	233	1.7703398026	female	24.948851324	-2.271157432	3.3014718217	1
reading	234	1.5237168599	female	28.867476574	-0.790755633	1.7203340652	1
reading	235	2.36275363	female	24.487080294	-8.666867972	-0.930499722	0
reading	236	2.7830319931	female	31.413987665	-4.504618583	-0.749935635	0
reading	237	2.6843257031	female	28.880081484	-2.348057412	-3.153337706	0
reading	238	2.5589491426	female	28.145572622	-2.868210556	-3.849781088	0
reading	239	2.6447566752	female	30.112135434	1.8852371469	2.216664947	1
reading	240	2.2010721593	female	30.658375429	-2.573267158	7.0144258536	1
reading	241	1.3728207541	female	27.342230811	5.9288906096	-6.595902228	0
reading	242	1.6454237333	female	30.834668809	-2.454857745	5.14779898	1
reading	243	2.9784407112	female	30.298841456	-6.945145033	-4.603677816	0
reading	244	2.2205200232	female	29.730730148	-0.710747273	-7.348810069	0
reading	245	2.078306927	female	26.087811651	-2.105109405	0.2357480805	1
reading	246	1.3123886597	female	29.017815537	3.035435425	0.8269473584	1
reading	247	2.5495847221	female	36.575874177	3.108309543	-4.006017546	0
reading	248	1.2841300435	female	18.762904893	-1.936153269	0.2160770995	1
reading	249	2.7015935803	female	29.503361329	-0.722880267	-2.173126265	0
reading	250	2.1718480545	female	29.638762107	0.3654574008	-5.674078613	0
reading	251	2.4130411533	female	27.649194214	-13.50038508	0.7339821305	1
reading	252	2.1254296939	female	29.661403198	-9.583974414	3.4371235457	1
reading	253	2.4504682787	female	34.317585543	-7.719199357	3.8089357077	1
reading	254	1.685848808	female	34.025227572	3.7808267099	2.584836748	1
reading	255	2.0779408099	female	22.887852389	-6.399372365	7.6647524469	1
reading	256	0.1750759088	female	29.032706029	-5.087694669	-1.327001235	0
reading	257	2.1016643321	female	33.973542717	-9.36539124	-2.239175837	0
reading	258	2.6021594231	female	31.434327798	-1.398119446	-5.137845126	0
reading	259	2.3862565554	female	32.295144793	-6.334067586	0.1487232466	1
reading	260	1.3843792532	female	34.241146944	-2.499211076	2.9743356256	1
reading	261	1.6444910202	female	22.985164243	-1.207556718	3.5976695965	1
reading	262	1.7841276948	female	31.908974246	0.7920602995	1.6569792577	1
reading	263	2.1002735595	female	28.075639905	-1.855870484	1.9789557873	1
reading	264	0.6702851104	female	29.562543683	-8.029670622	-7.785357103	0
reading	265	2.1180861991	female	24.918904486	-0.691277458	-3.912179784	0
reading	266	1.5815086506	female	21.737035324	2.5160831001	6.3313850515	1
reading	267	1.9165309436	female	34.629315598	-1.839466779	0.3027917745	1
reading	268	1.8276029192	female	31.877058164	-0.516719007	-5.284188618	0
reading	269	2.4612557545	female	24.788885941	-0.770082969	4.6118856278	1
reading	270	0.7217237344	female	29.333056102	4.2109467764	1.1124950244	1
reading	271	2.2010285811	female	26.298176049	-7.986700847	-1.446696541	0
reading	272	2.9622791935	female	30.804658649	-7.805577097	7.1776487477	1
reading	273	1.7034507473	female	32.401391395	-5.700818223	-0.740383388	0
reading	274	1.7053510805	female	32.472229407	3.1703538827	0.6932520064	1
reading	275	1.4349087939	female	32.561428675	-0.480100715	-4.444883821	0
reading	276	1.9621178058	female	25.637463734	-0.730972165	3.5091610604	1
reading	277	2.5853332953	female	13.632962652	-0.678890351	5.912078616	1
reading	278	3.6461004078	female	31.889062133	-8.675175685	-2.136625591	0
reading	279	2.0692637024	female	36.784775707	3.9080038876	-1.029860492	0
reading	280	1.9470491232	female	27.850543235	1.6199569769	2.4429261449	1
reading	281	1.7603315021	female	22.568827187	-4.034349656	-0.853912264	0
reading	282	1.9801108618	female	26.900827086	-1.352902944	4.9935021482	1
reading	283	1.5020644872	female	17.744060705	-7.477804737	1.4873102718	1
reading	284	1.3345983469	female	27.120765435	-4.624109237	-4.024783792	0
reading	285	1.7713267361	female	23.953777389	-0.82461873	2.2076566284	1
reading	286	1.9045697745	female	33.906115892	2.1302618159	3.4631598372	1
reading	287	2.0261607253	female	23.117493195	-3.466760375	4.492979728	1
reading	288	2.0922754269	female	26.788087671	-0.600862552	-0.561291677	0
reading	289	1.4882645069	female	38.22825781	-2.556869108	-2.1027552	0
reading	290	1.8903470263	female	28.948642298	3.4908328461	0.0717410858	1
reading	291	2.4920616508	female	29.398064084	-5.419889222	-2.402216809	0
reading	292	1.4940355657	female	34.467894143	-2.797051711	5.0794010819	1
reading	293	1.7489537029	female	31.803506758	-2.167520261	10.524769319	1
reading	294	2.3335118601	female	27.81651196	-8.509472129	1.7181339632	1
reading	295	1.7553133798	female	25.543501747	-2.197235351	-0.397888307	0
reading	296	1.4461030669	female	18.744744066	-0.775082846	3.9922650653	1
reading	297	2.604619458	female	28.106257128	-2.254144514	0.4537917151	1
reading	298	2.841171277	female	27.910815231	-13.37007001	-4.698315226	0
reading	299	1.4439480226	female	29.753697597	-2.779765229	1.6002168244	1
reading	300	0.8620335478	female	39.997353144	-5.599800826	-3.540587782	0
